DEPTH	BHC	CLI	GR	LLD	LLS	MLL	NPHI	SP
1626.75	68.2855	5.5085	-999.25	216.912	147.7823	120.065	-999.25	74.082
1626.875	68.396	3.657	-999.25	216.3245	150.0001	119.874	-999.25	74.078
1627	68.396	3.657	-999.25	215.737	152.218	119.683	-999.25	74.078
1627.125	68.396	3.657	-999.25	114.0061	81.5858	118.598	-999.25	74.078
1627.25	66.5425	4.13	-999.25	114.9353	87.2435	118.597	-999.25	78.6295
1627.375	66.471	5.686	-999.25	115.8644	92.9013	118.596	-999.25	78.519
1627.5	66.471	5.686	-999.25	116.7935	98.559	118.595	-999.25	78.519
1627.625	66.471	5.686	-999.25	117.7226	104.2168	118.594	-999.25	78.519
1627.75	66.3995	6.221	-999.25	118.6517	109.8745	118.593	-999.25	78.4085
1627.875	66.328	5.436	-999.25	119.5809	115.5322	118.592	-999.25	78.298
1628	66.328	5.436	-999.25	120.51	121.19	118.591	-999.25	78.298
1628.125	66.328	5.436	-999.25	159.5235	84.3006	88.6855	-999.25	78.298
1628.25	62.8828	4.3095	-999.25	161.382	84.5313	89.098	-999.25	80.1982
1628.375	62.9725	3.76	-999.25	163.2405	84.7619	89.5105	-999.25	80.1335
1628.5	62.9725	3.76	-999.25	165.099	84.9925	89.923	-999.25	80.1335
1628.625	62.9725	3.76	-999.25	166.9575	85.2231	90.3355	-999.25	80.1335
1628.75	63.0622	3.5585	-999.25	168.816	85.4538	90.748	-999.25	80.0687
1628.875	63.152	3.383	-999.25	170.6745	85.6844	91.1605	-999.25	80.004
1629	63.152	3.383	-999.25	172.533	85.915	91.573	-999.25	80.004
1629.125	63.152	3.383	-999.25	85.1466	58.3193	67.0347	-999.25	80.004
1629.25	47.4465	4.3555	-999.25	85.4572	59.4305	66.3825	-999.25	83.061
1629.375	46.425	-999.25	-999.25	85.7679	60.5417	65.7302	-999.25	82.938
1629.5	46.425	-999.25	-999.25	86.0785	61.653	65.078	-999.25	82.938
1629.625	46.425	-999.25	-999.25	86.3891	62.7643	64.4258	-999.25	82.938
1629.75	45.4035	-999.25	-999.25	86.6998	63.8755	63.7735	-999.25	82.815
1629.875	44.382	-999.25	-999.25	87.0104	64.9867	63.1213	-999.25	82.692
1630	44.382	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	82.692
1630.125	44.382	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	82.692
