DEPTH	CLI	DCOR	GR	LLD	LLS	MLL	NPHI	PEF	RHOB	SP
1389	9.5035	0.093825	77.215	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1389.25	9.6199	0.106311	78.1754	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1389.5	9.6744	0.104691	80.3004	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1389.75	9.7346	0.103851	80.8427	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1390	9.8178	0.106122	75.0618	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1390.25	9.6167	0.098877	73.2001	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1390.5	9.2262	0.08529	73.9501	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1390.75	9.0184	0.072489	73.7249	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1391	8.9324	0.060211	72.8499	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1391.25	8.895	0.071934	73.2501	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1391.5	8.89	0.099652	74.5	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1391.75	8.9525	0.105166	73.125	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1392	9.015	0.110679	71.75	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1392.25	9.0494	0.087807	70.8501	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1392.5	9.1184	0.077545	70.8719	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1392.75	9.2394	0.086203	72.2769	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1393	9.357	0.086718	74.3071	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1393.25	9.4695	0.075011	77.2757	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1393.5	9.42	0.077017	75.7945	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1393.75	9.33	0.082456	73.1995	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1394	9.5495	0.087611	75.3793	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1394.25	9.8465	0.092695	78.7543	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1394.5	9.6405	0.094623	79.62	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1394.75	9.3265	0.09353	79.1654	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1395	9.084	0.083522	75.9454	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1395.25	8.9643	0.074712	72.862	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1395.5	9.3355	0.070692	70.3247	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1395.75	9.505	0.096604	74.2038	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1396	9.54	0.142462	82.3588	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1396.25	9.74	0.123938	86.8389	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1396.5	10.05	0.06251	88.87	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1396.75	10.055	0.052672	94.025	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1397	10.06	0.042835	99.18	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1397.25	10.355	0.071079	97.34	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1397.5	10.65	0.099323	95.5	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1397.75	10.6188	0.095152	93.6626	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1398	10.564	0.093639	93.1113	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1398.25	10.474	0.096114	92.56	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1398.5	10.4525	0.098704	93.0124	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1398.75	10.5337	0.101467	94.1435	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1399	10.534	0.102815	95.1938	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1399.25	10.514	0.10381	96.2238	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1399.5	10.55	0.094332	96.34	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1399.75	10.632	0.082018	95.9747	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1400	10.842	0.068852	94.5997	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1400.25	11.048	0.059748	93.6311	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1400.5	11.238	0.06688	94.2861	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1400.75	11.4501	0.077385	94.6686	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1401	11.75	0.10137	93.9624	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1401.25	11.855	0.112292	92.3868	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1401.5	11.83	0.114511	90.2318	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1401.75	11.7112	0.115647	88.8299	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1402	11.53	0.116061	87.93	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1402.25	11.335	0.117085	89.59	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1402.5	11.14	0.118109	91.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1402.75	11.3087	0.111341	92.3812	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1403	11.364	0.102687	92.0602	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1403.25	11.249	0.091205	89.5602	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1403.5	11.198	0.086638	89.1217	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1403.75	11.243	0.09245	91.7767	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1404	11.255	0.095102	93.0726	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1404.25	11.2175	0.093011	92.3289	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1404.5	11.11	0.086198	91.9081	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1404.75	10.985	0.078202	91.5681	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1405	10.975	0.081738	91.5	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1405.25	10.994	0.089246	91.6181	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1405.5	11.014	0.101092	92.2081	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1405.75	11.0313	0.108853	92.6174	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1406	11.0375	0.100289	92.305	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1406.25	10.854	0.090001	92.48	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1406.5	10.544	0.078565	92.98	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1406.75	10.405	0.074219	94.8513	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1407	10.38	0.074599	97.6363	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1407.25	10.4	0.070647	96.661	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1407.5	10.45	0.063809	93.18	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1407.75	10.5	0.063386	96.59	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1408	10.55	0.062964	100	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1408.25	10.7625	0.07827	91.2068	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1408.5	10.99	0.09678	88.7433	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1408.75	11.24	0.120097	95.7783	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1409	11.47	0.133905	100.2999	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1409.25	11.67	0.133442	101.0499	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1409.5	11.4401	0.123128	99.7505	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1409.75	10.5652	0.098032	95.3758	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1410	10.41	0.090863	95.4478	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1410.25	10.435	0.088181	96.6328	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1410.5	10.645	0.094565	95.435	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1410.75	10.876	0.096655	94.0561	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1411	11.006	0.072521	94.3361	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1411.25	11.1838	0.055617	94.834	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1411.5	11.5525	0.06759	96.2027	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1411.75	11.775	0.083342	95.0997	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1412	11.9	0.10161	92.3497	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1412.25	11.869	0.105917	90.95	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1412.5	11.734	0.10092	90.45	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1412.75	11.9238	0.097463	89.6162	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1413	12.33	0.095034	88.56	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1413.25	12.53	0.100665	83.56	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1413.5	12.73	0.106297	78.56	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1413.75	12.8487	0.118809	77.4663	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1414	13.02	0.132754	76.1222	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1414.25	13.27	0.148848	74.4022	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1414.5	13.52	0.150001	76.2591	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1414.75	13.77	0.128733	83.4837	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1415	13.628	0.121791	83.6063	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1415.25	13.388	0.118436	81.9513	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1415.5	13.432	0.134089	78.8727	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1415.75	13.547	0.1545	75.4377	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1416	13.58	0.150983	76.31	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1416.25	13.58	0.141529	78.3765	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1416.5	13.53	0.132276	80.9065	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1416.75	13.3724	0.12673	82.4295	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1417	12.7849	0.135988	79.9297	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1417.25	12.562	0.130364	77.1867	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1417.5	12.582	0.114822	74.2817	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1417.75	12.635	0.118576	76.0266	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1418	12.71	0.135188	80.87	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1418.25	13.32	0.148063	79.275	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1418.5	13.93	0.160939	77.68	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1418.75	13.815	0.142135	79.4	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1419	13.7	0.123331	81.12	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1419.25	12.6313	0.126601	86.1197	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1419.5	12.06	0.126613	87.4824	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1419.75	12.235	0.121737	83.3874	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1420	12.3175	0.113409	79.9153	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1420.25	12.2613	0.099902	77.378	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1420.5	11.4822	0.094453	78.4456	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1420.75	10.5222	0.09102	80.4156	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1421	10.475	0.100961	82.56	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1421.25	10.6791	0.109638	84.2349	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1421.5	10.9741	0.099895	83.8599	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1421.75	11.184	0.095179	83.7662	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1422	11.054	0.110543	84.7962	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1422.25	10.905	0.124527	85.2059	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1422.5	10.68	0.132996	83.1372	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1422.75	10.869	0.135318	81.8209	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1423	11.334	0.133544	81.0059	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1423.25	11.67	0.138511	79.6261	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1423.5	11.92	0.147971	77.87	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1423.75	11.82	0.140031	78.37	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1424	11.72	0.132091	78.87	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1424.25	11.545	0.126671	78.0888	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1424.5	11.39	0.124346	78.3318	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1424.75	11.265	0.126666	80.1118	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1425	11.228	0.1318	79.6444	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1425.25	11.323	0.141157	75.8044	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1425.5	11.32	0.14875	74.8571	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1425.75	11.17	0.153696	78.2506	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1426	11.056	0.145898	78.5581	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1426.25	10.951	0.13491	78.0931	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1426.5	10.945	0.130952	75.81	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1426.75	10.938	0.129583	74.8022	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1427	10.828	0.131524	80.7072	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1427.25	10.715	0.133534	84.5229	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1427.5	10.59	0.135816	79.9919	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1427.75	10.657	0.125506	79.5122	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1428	10.852	0.106806	81.7322	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1428.25	11.002	0.097058	83.0701	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1428.5	11.122	0.093277	83.8201	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1428.75	11.1287	0.108102	84.0487	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1429	11.06	0.135326	83.93	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1429.25	10.955	0.149502	82.59	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1429.5	10.85	0.163677	81.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1429.75	10.3138	0.162538	76.3253	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1430	10.0736	0.158449	73.6199	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1430.25	10.2776	0.149935	74.2449	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1430.5	10.6299	0.133006	75.2148	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1430.75	11.2049	0.10345	76.7022	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1431	11.0161	0.102041	76.6001	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1431.25	10.6361	0.107677	76.1001	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1431.5	10.664	0.110981	74.6243	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1431.75	10.794	0.1137	72.9043	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1432	10.905	0.114854	74.965	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1432.25	11	0.119149	76.1818	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1432.5	11.05	0.137551	70.2468	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1432.75	11.065	0.149763	66.6723	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1433	10.94	0.137247	72.5282	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1433.25	10.821	0.125636	71.6265	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1433.5	10.706	0.11463	66.2215	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1433.75	10.7763	0.116878	66.4977	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1434	10.97	0.127957	70.56	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1434.25	10.865	0.12698	70.405	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1434.5	10.76	0.126003	70.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1434.75	10.88	0.111729	69.905	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1435	11	0.097454	69.56	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1435.25	11.1375	0.117578	71.7849	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1435.5	11.176	0.127308	73.296	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1435.75	11.066	0.12144	73.736	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1436	10.98	0.112614	75.2171	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1436.25	10.93	0.099347	78.2607	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1436.5	11.036	0.093067	74.795	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1436.75	11.181	0.088536	69.7	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1437	11.3	0.095347	71.025	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1437.25	11.2659	0.102946	73.4451	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1437.5	10.6459	0.102354	73.8201	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1437.75	10.2621	0.1025	74.8397	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1438	10.8221	0.105598	78.4347	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1438.25	11.3276	0.10961	81.9981	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1438.5	11.615	0.117272	85.4354	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1438.75	11.823	0.115299	89.5854	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1439	11.978	0.106905	94.2104	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1439.25	11.9687	0.098807	92.5909	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1439.5	11.85	0.090906	86.81	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1439.75	11.835	0.101898	87.78	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1440	11.82	0.11289	88.75	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1440.25	11.9137	0.099424	87.0688	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1440.5	11.94	0.09052	86.6978	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1440.75	11.865	0.088461	88.2928	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1441	11.954	0.091291	88.6741	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1441.25	12.289	0.10146	87.2341	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1441.5	12.5725	0.10952	85.3703	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1441.75	12.7787	0.114416	82.8705	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1442	12.668	0.123632	82.27	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1442.25	12.478	0.133929	82.145	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1442.5	12.27	0.133184	82.435	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1442.75	12.1721	0.127649	83.2315	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1443	12.5321	0.114015	85.6365	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1443.25	12.795	0.103498	86.3864	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1443.5	12.67	0.105438	80.5243	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1443.75	12.443	0.102376	79.4192	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1444	12.148	0.095982	81.4842	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1444.25	12.042	0.08597	78.5594	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1444.5	12.062	0.073546	72.3094	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1444.75	12.1113	0.09157	71.0289	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1445	12.18	0.129885	73.06	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1445.25	12.355	0.124508	74.685	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1445.5	12.53	0.119131	76.31	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1445.75	12.4175	0.126374	76.6225	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1446	12.396	0.131595	74.9345	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1446.25	12.511	0.133781	70.2445	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1446.5	12.5675	0.135729	71.1014	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1446.75	12.5363	0.137321	80.2821	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1447	12.1821	0.139813	79.8206	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1447.25	11.7471	0.142532	76.9456	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1447.5	11.8719	0.138809	76.57	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1447.75	12.1369	0.133473	76.82	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1448	11.545	0.10107	78.685	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1448.25	10.902	0.068324	80.6872	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1448.5	10.912	0.061283	81.6222	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1448.75	10.8512	0.063033	81.2515	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1449	10.5075	0.099906	75.6643	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1449.25	10.448	0.116468	73.28	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1449.5	10.578	0.119495	73.03	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1449.75	10.495	0.115621	70.2372	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1450	10.27	0.107148	65.75	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1450.25	10.615	0.116995	74.03	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1450.5	10.96	0.126842	82.31	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1450.75	11.175	0.123488	82.905	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1451	11.39	0.120133	83.5	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1451.25	11.1713	0.123991	81.5814	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1451.5	11.074	0.127738	79.3683	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1451.75	11.159	0.131316	76.7133	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1452	11.2375	0.136662	75.1975	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1452.25	11.3062	0.144661	75.3912	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1452.5	11.28	0.153172	76.8577	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1452.75	11.23	0.161812	78.6427	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1453	11.235	0.170163	76.965	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1453.25	11.3441	0.174877	74.5546	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1453.5	11.8141	0.165355	72.6796	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1453.75	12.1029	0.15702	71.137	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
