DEPTH	BHC	CLI	GR	LLD	LLS	MLL	NPHI	PEF	RHOB	SP
1572.125	67.505	8.3555	46.2815	8.0085	8.0485	14.7415	0.0635	3.882	2.671	14.614
1572.25	66.898	8.35	39.765	8.716	8.698	18.476	0.0674	3.825	2.675	14.349
1572.375	65.8525	8.3445	36.8705	9.3605	9.2915	19.922	0.0708	3.8975	2.6685	13.4365
1572.5	64.807	8.339	33.976	10.005	9.885	21.368	0.0742	3.97	2.662	12.524
1572.625	64.898	8.343	34.988	10.7805	10.2495	20.126	0.0746	3.999	2.6895	11.6115
1572.75	64.989	8.347	36	11.556	10.614	18.884	0.075	4.028	2.717	10.699
1572.875	64.6795	8.3305	36.931	13.8965	11.5615	18.679	0.0747	4.1775	2.7185	9.7871
1573	64.37	8.314	37.862	16.237	12.509	18.474	0.0744	4.327	2.72	8.8752
1573.125	64.0985	8.3175	38.6505	18.578	15.1225	27.9125	0.0747	4.4505	2.661	7.9629
1573.25	63.827	8.321	39.439	20.919	17.736	37.351	0.075	4.574	2.602	7.0506
1573.375	64.3165	8.3092	37.174	26.093	24.3575	48.4	0.0737	4.6685	2.5695	6.1383
1573.5	64.806	8.2975	34.909	31.267	30.979	59.449	0.0724	4.763	2.537	5.226
1573.625	64.79	8.2857	30.3755	35.512	34.2575	57.2935	0.0756	4.4885	2.5385	5.8825
1573.75	64.774	8.274	25.842	39.757	37.536	55.138	0.0788	4.214	2.54	6.539
1573.875	64.123	8.294	25.33	42.374	40.202	60.1615	0.07935	4.2335	2.554	5.573
1574	63.472	8.314	24.818	44.991	42.868	65.185	0.0799	4.253	2.568	4.607
1574.125	64.202	8.338	26.1615	40.6305	38.002	77.0975	0.0754	4.316	2.5905	3.776
1574.25	64.932	8.362	27.505	36.27	33.136	89.01	0.0709	4.379	2.613	2.945
1574.375	64.3605	8.3855	30.59	31.91	32.3975	94.4555	0.07045	4.365	2.63	2.7915
1574.5	63.789	8.409	33.675	27.55	31.659	99.901	0.07	4.351	2.647	2.638
1574.625	63.003	8.386	37.432	23.19	25.6005	80.104	0.0682	4.374	2.654	2.915
1574.75	62.217	8.363	41.189	18.83	19.542	60.307	0.0664	4.397	2.661	3.192
1574.875	62.081	8.4105	42.7335	19.0055	19.881	51.236	0.0601	4.423	2.657	3.4675
1575	61.945	8.458	44.278	19.181	20.22	42.165	0.0538	4.449	2.653	3.743
1575.125	61.972	8.548	43.5765	19.0415	19.9455	44.475	0.0554	4.3375	2.6465	4.3695
1575.25	61.999	8.638	42.875	18.902	19.671	46.785	0.057	4.226	2.64	4.996
1575.375	63.3675	8.675	44.34	15.762	17.031	56.197	0.0658	4.183	2.6265	5.5515
1575.5	64.736	8.712	45.805	12.622	14.391	65.609	0.0746	4.14	2.613	6.107
1575.625	65.616	8.604	52.169	11.364	12.3635	40.1835	0.07695	4.07	2.6185	6.645
1575.75	66.496	8.496	58.533	10.106	10.336	14.758	0.0793	4	2.624	7.183
1575.875	66.531	8.5075	59.777	10.445	10.1205	14.1295	0.07855	3.759	2.6395	7.513
1576	66.566	8.519	61.021	10.784	9.905	13.501	0.0778	3.518	2.655	7.843
1576.125	65.6485	8.5475	57.1745	11.707	10.3015	18.7655	0.0694	3.522	2.651	7.948
1576.25	64.731	8.576	53.328	12.63	10.698	24.03	0.061	3.526	2.647	8.053
1576.375	64.1755	8.6045	52.8065	12.7075	11.1595	33.0875	0.0567	3.831	2.65	8.103
1576.5	63.62	8.633	52.285	12.785	11.621	42.145	0.0524	4.136	2.653	8.153
1576.625	63.6225	8.634	54.149	11.488	11.4635	37.4855	0.0603	3.914	2.645	8.2375
1576.75	63.625	8.635	56.013	10.191	11.306	32.826	0.0682	3.692	2.637	8.322
1576.875	64.584	8.638	56.2735	9.6855	9.8595	26.4385	0.07555	3.765	2.634	8.813
1577	65.543	8.641	56.534	9.18	8.413	20.051	0.0829	3.838	2.631	9.304
1577.125	66.318	8.6505	57.1655	9.231	8.5615	26.854	0.08045	4.118	2.645	9.9405
1577.25	67.093	8.66	57.797	9.282	8.71	33.657	0.078	4.398	2.659	10.577
1577.375	67.044	8.722	57.8845	9.4245	8.973	23.1005	0.07785	3.9335	2.652	11.0295
1577.5	66.995	8.784	57.972	9.567	9.236	12.544	0.0777	3.469	2.645	11.482
1577.625	68.2375	8.849	63.7125	10.1725	9.5135	14.5925	0.09925	3.491	2.6265	12.0985
1577.75	69.48	8.914	69.453	10.778	9.791	16.641	0.1208	3.513	2.608	12.715
1577.875	72.2545	8.919	75.105	7.9755	7.413	10.3145	0.13345	3.698	2.6305	12.8755
1578	75.029	8.924	80.757	5.173	5.035	3.988	0.1461	3.883	2.653	13.036
1578.125	75.1065	8.9445	81.676	4.993	4.946	10.468	0.1519	3.7545	2.633	13.3775
1578.25	75.184	8.965	82.595	4.813	4.857	16.948	0.1577	3.626	2.613	13.719
1578.375	75.355	8.9365	85.836	4.908	4.8965	20.9755	0.16235	3.842	2.659	13.7435
1578.5	75.526	8.908	89.077	5.003	4.936	25.003	0.167	4.058	2.705	13.768
1578.625	75.989	8.816	93.0875	4.838	4.9305	15.613	0.17545	3.941	2.7145	13.8355
1578.75	76.452	8.724	97.098	4.673	4.925	6.223	0.1839	3.824	2.724	13.903
1578.875	77.17	8.758	107.149	4.598	4.608	6.7595	0.2039	3.29	2.7585	13.9365
1579	77.888	8.792	117.2	4.523	4.291	7.296	0.2239	2.756	2.793	13.97
1579.125	81.1665	8.9475	128.39	4.183	4.2805	8.4725	0.2295	2.739	2.658	14.007
1579.25	84.445	9.103	139.58	3.843	4.27	9.649	0.2351	2.722	2.523	14.044
1579.375	86.666	8.888	140.6	3.399	3.7275	6.9245	0.2303	2.749	2.5365	14.36
1579.5	88.887	8.673	141.62	2.955	3.185	4.2	0.2255	2.776	2.55	14.676
1579.625	89.4185	8.686	145.51	3.0115	3.095	5.1955	0.2205	2.77	2.548	14.7905
1579.75	89.95	8.699	149.4	3.068	3.005	6.191	0.2155	2.764	2.546	14.905
1579.875	89.7685	8.754	138.125	3.1415	3.1085	5.7755	0.21675	2.7705	2.548	15.1685
1580	89.587	8.809	126.85	3.215	3.212	5.36	0.218	2.777	2.55	15.432
1580.125	90.4685	8.8885	126.445	3.3095	3.2845	5.86	0.22695	2.7695	2.5255	15.4945
1580.25	91.35	8.968	126.04	3.404	3.357	6.36	0.2359	2.762	2.501	15.557
1580.375	92.3555	9.008	128.77	3.1645	3.2115	5.562	0.24885	2.717	2.5015	15.655
1580.5	93.361	9.048	131.5	2.925	3.066	4.764	0.2618	2.672	2.502	15.753
1580.625	93.7535	8.962	130.9	2.9985	3.081	5.074	0.24735	2.765	2.5345	15.8715
1580.75	94.146	8.876	130.3	3.072	3.096	5.384	0.2329	2.858	2.567	15.99
1580.875	92.922	8.82	129.49	3.153	3.2105	5.324	0.2114	2.899	2.5925	16.148
1581	91.698	8.764	128.68	3.234	3.325	5.264	0.1899	2.94	2.618	16.306
1581.125	89.252	8.9065	122.195	3.3275	3.3575	7.6855	0.2063	2.8815	2.5735	16.4645
1581.25	86.806	9.049	115.71	3.421	3.39	10.107	0.2227	2.823	2.529	16.623
1581.375	87.7435	9.0685	120.96	3.0915	3.1575	12.7195	0.24695	2.8085	2.531	16.7815
1581.5	88.681	9.088	126.21	2.762	2.925	15.332	0.2712	2.794	2.533	16.94
1581.625	90.5665	9.0145	130.945	2.661	2.8785	9.56	0.2849	2.7155	2.54	16.943
1581.75	92.452	8.941	135.68	2.56	2.832	3.788	0.2986	2.637	2.547	16.946
1581.875	93.2515	9.0015	139.83	2.6905	2.825	3.796	0.27745	2.647	2.5655	16.8925
1582	94.051	9.062	143.98	2.821	2.818	3.804	0.2563	2.657	2.584	16.839
1582.125	93.6895	8.919	126.135	3.0695	3.1595	4.7503	0.2144	2.6705	2.5825	17.114
1582.25	93.328	8.776	108.29	3.318	3.501	5.6966	0.1725	2.684	2.581	17.389
1582.375	90.8735	8.669	102.743	4.0665	4.1702	6.643	0.1539	2.6565	2.582	16.315
1582.5	88.419	8.562	97.196	4.815	4.8395	7.5893	0.1353	2.629	2.583	15.241
1582.625	83.18	8.5625	91.209	5.5635	5.5087	8.5357	0.12305	2.649	2.5855	15.5455
1582.75	77.941	8.563	85.222	6.312	6.178	9.482	0.1108	2.669	2.588	15.85
1582.875	75.804	8.5585	77.3125	6.378	6.3585	10.8145	0.11075	2.6425	2.5805	15.017
1583	73.667	8.554	69.403	6.444	6.539	12.147	0.1107	2.616	2.573	14.184
1583.125	73.9935	8.5495	74.41	6.527	6.6295	13.735	0.11705	2.718	2.5795	13.459
1583.25	74.32	8.545	79.417	6.61	6.72	15.323	0.1234	2.82	2.586	12.734
1583.375	74.9575	8.5455	82.6085	7.011	6.753	12.762	0.1227	3.0855	2.601	12.7495
1583.5	75.595	8.546	85.8	7.412	6.786	10.201	0.122	3.351	2.616	12.765
1583.625	74.5235	8.5397	76.605	8.2145	7.3635	18.616	0.1008	3.383	2.628	12.681
1583.75	73.452	8.5335	67.41	9.017	7.941	27.031	0.0796	3.415	2.64	12.597
1583.875	69.913	8.5273	65.601	9.277	8.6725	35.446	0.0873	3.137	2.6265	12.671
1584	66.374	8.521	63.792	9.537	9.404	43.861	0.095	2.859	2.613	12.745
1584.125	68.1185	8.5265	68.6815	8.6875	8.6245	54.1445	0.11645	2.8175	2.601	12.8645
1584.25	69.863	8.532	73.571	7.838	7.845	64.428	0.1379	2.776	2.589	12.984
1584.375	73.535	8.5392	79.3755	6.8965	6.2815	37.917	0.16215	2.715	2.5805	13.158
1584.5	77.207	8.5465	85.18	5.955	4.718	11.406	0.1864	2.654	2.572	13.332
1584.625	80.985	8.5538	92.0525	5.0135	4.5865	13.4825	0.19245	2.684	2.576	13.372
1584.75	84.763	8.561	98.925	4.072	4.455	15.559	0.1985	2.714	2.58	13.412
1584.875	85.665	8.569	101.7875	3.965	4.0565	10.6295	0.19455	2.767	2.581	13.7905
1585	86.567	8.577	104.65	3.858	3.658	5.7	0.1906	2.82	2.582	14.169
1585.125	86.206	8.587	102.72	4.102	3.7905	5.765	0.17965	2.8495	2.588	14.1935
1585.25	85.845	8.597	100.79	4.346	3.923	5.83	0.1687	2.879	2.594	14.218
1585.375	84.448	8.607	93.843	4.8795	4.48	7.3015	0.1603	2.959	2.5965	14.0635
1585.5	83.051	8.617	86.896	5.413	5.037	8.773	0.1519	3.039	2.599	13.909
1585.625	81.7725	8.6295	87.495	5.9305	5.829	12.059	0.1672	3.0415	2.58	13.7545
1585.75	80.494	8.642	88.094	6.448	6.621	15.345	0.1825	3.044	2.561	13.6
1585.875	81.8315	8.6225	94.327	6.4485	6.858	18.689	0.1935	3.019	2.548	13.652
1586	83.169	8.603	100.56	6.449	7.095	22.033	0.2045	2.994	2.535	13.704
1586.125	84.232	8.5835	104.025	5.471	5.9945	14.6345	0.2068	2.9495	2.5395	13.459
1586.25	85.295	8.564	107.49	4.493	4.894	7.236	0.2091	2.905	2.544	13.214
1586.375	85.1085	8.5445	109.22	4.3355	4.769	7.493	0.21025	3.026	2.5645	13.4075
1586.5	84.922	8.525	110.95	4.178	4.644	7.75	0.2114	3.147	2.585	13.601
1586.625	84.4835	8.5055	110.01	4.2035	4.5	8.513	0.20995	3.2055	2.5815	13.85
1586.75	84.045	8.486	109.07	4.229	4.356	9.276	0.2085	3.264	2.578	14.099
1586.875	84.5805	8.4915	114.12	4.059	4.2835	10.234	0.2141	3.166	2.565	14.348
1587	85.116	8.497	119.17	3.889	4.211	11.192	0.2197	3.068	2.552	14.597
1587.125	86.406	8.5051	124.13	3.9475	4.2405	9.346	0.23755	3.0655	2.542	14.604
1587.25	87.696	8.5133	129.09	4.006	4.27	7.5	0.2554	3.063	2.532	14.611
1587.375	89.362	8.5215	129.52	3.7205	4.0595	8.0835	0.266	3.034	2.5305	14.5785
1587.5	91.028	8.5296	129.95	3.435	3.849	8.667	0.2766	3.005	2.529	14.546
1587.625	91.9425	8.5378	129.22	3.482	3.6385	7.1055	0.27875	2.9945	2.534	14.5555
1587.75	92.857	8.546	128.49	3.529	3.428	5.544	0.2809	2.984	2.539	14.565
1587.875	93.0195	8.596	127.805	3.296	3.452	6.0745	0.26965	3.0035	2.546	14.508
1588	93.182	8.646	127.12	3.063	3.476	6.605	0.2584	3.023	2.553	14.451
1588.125	93.0375	8.7055	129.225	3.0775	3.4665	5.899	0.2634	2.906	2.5315	14.5385
1588.25	92.893	8.765	131.33	3.092	3.457	5.193	0.2684	2.789	2.51	14.626
1588.375	93.16	8.728	130.755	3.0115	3.2675	5.2015	0.27495	2.796	2.5085	14.225
1588.5	93.427	8.691	130.18	2.931	3.078	5.21	0.2815	2.803	2.507	13.824
1588.625	93.6795	8.692	132.37	2.949	3.033	4.3595	0.2826	2.7515	2.52	13.9235
1588.75	93.932	8.693	134.56	2.967	2.988	3.509	0.2837	2.7	2.533	14.023
1588.875	93.988	8.69	130.995	2.987	2.986	4.4885	0.2819	2.6735	2.523	13.819
1589	94.044	8.687	127.43	3.007	2.984	5.468	0.2801	2.647	2.513	13.615
1589.125	94.036	8.6925	129.28	3.024	3.003	4.9035	0.27265	2.6985	2.521	13.481
1589.25	94.028	8.698	131.13	3.041	3.022	4.339	0.2652	2.75	2.529	13.347
1589.375	94.0965	8.7105	134.265	3.043	3.04	4.604	0.26655	2.8275	2.5255	13.3795
1589.5	94.165	8.723	137.4	3.045	3.058	4.869	0.2679	2.905	2.522	13.412
1589.625	93.52	8.7415	137.175	3.05	3.079	4.9595	0.27375	2.888	2.524	13.5865
1589.75	92.875	8.76	136.95	3.055	3.1	5.05	0.2796	2.871	2.526	13.761
1589.875	92.82	8.6825	135.635	3.116	3.1575	5.318	0.28475	3.214	2.542	13.9355
1590	92.765	8.605	134.32	3.177	3.215	5.586	0.2899	3.557	2.558	14.11
1590.125	93.5215	8.6305	131.565	3.374	3.387	5.072	0.2591	4.043	2.5775	14.222
1590.25	94.278	8.656	128.81	3.571	3.559	4.558	0.2283	4.529	2.597	14.334
1590.375	92.6305	8.586	130.235	4.8215	4.4925	10.6345	0.1818	4.704	2.616	13.931
1590.5	90.983	8.516	131.66	6.072	5.426	16.711	0.1353	4.879	2.635	13.528
1590.625	83.684	8.479	106.337	8.14	6.3315	26.49	0.12485	4.8555	2.634	13.946
1590.75	76.385	8.442	81.014	10.208	7.237	36.269	0.1144	4.832	2.633	14.364
1590.875	74.3675	8.405	77.0245	11.6325	9.8595	44.119	0.1161	4.8095	2.6065	13.1015
1591	72.35	8.368	73.035	13.057	12.482	51.969	0.1178	4.787	2.58	11.839
1591.125	72.0305	8.376	77.7605	14.229	14.1045	41.2845	0.13505	5.015	2.5895	11.167
1591.25	71.711	8.384	82.486	15.401	15.727	30.6	0.1523	5.243	2.599	10.495
1591.375	73.1865	8.3475	84.0135	15.202	15.661	22.511	0.1586	4.847	2.6245	10.576
1591.5	74.662	8.311	85.541	15.003	15.595	14.422	0.1649	4.451	2.65	10.657
1591.625	76.3035	8.3155	88.3995	12.9675	13.047	31.4205	0.18115	3.891	2.638	11.054
1591.75	77.945	8.32	91.258	10.932	10.499	48.419	0.1974	3.331	2.626	11.451
1591.875	79.516	8.3295	99.014	7.971	7.915	28.3545	0.2021	3.4555	2.6105	11.6335
1592	81.087	8.339	106.77	5.01	5.331	8.29	0.2068	3.58	2.595	11.816
1592.125	82.6335	8.3965	109.335	4.7755	5.5185	8.487	0.21055	3.7655	2.591	12.1295
1592.25	84.18	8.454	111.9	4.541	5.706	8.684	0.2143	3.951	2.587	12.443
1592.375	85.0715	8.518	110.095	4.422	5.1275	14.8185	0.21755	4.085	2.597	12.696
1592.5	85.963	8.582	108.29	4.303	4.549	20.953	0.2208	4.219	2.607	12.949
1592.625	86.4035	8.595	113.195	4.2695	4.374	14.5065	0.213	4.003	2.6125	12.651
1592.75	86.844	8.608	118.1	4.236	4.199	8.06	0.2052	3.787	2.618	12.353
1592.875	87.0565	8.6315	112.695	4.395	4.3385	9.7885	0.20475	3.6775	2.5965	12.4025
1593	87.269	8.655	107.29	4.554	4.478	11.517	0.2043	3.568	2.575	12.452
1593.125	84.922	8.6595	109.05	4.6775	4.64	9.3675	0.20285	3.603	2.576	12.5305
1593.25	82.575	8.664	110.81	4.801	4.802	7.218	0.2014	3.638	2.577	12.609
1593.375	82.3825	8.6915	113.415	4.8795	4.9005	9.022	0.209	3.5085	2.5745	12.967
1593.5	82.19	8.719	116.02	4.958	4.999	10.826	0.2166	3.379	2.572	13.325
1593.625	83.0155	8.723	111.88	4.6765	4.8275	9.114	0.23025	3.4365	2.5755	13.835
1593.75	83.841	8.727	107.74	4.395	4.656	7.402	0.2439	3.494	2.579	14.345
1593.875	84.992	8.7555	115.05	3.976	4.6355	7.125	0.24625	3.292	2.5715	14.816
1594	86.143	8.784	122.36	3.557	4.615	6.848	0.2486	3.09	2.564	15.287
1594.125	87.261	8.8	123.855	3.4845	4.11	6.371	0.2504	3.073	2.5715	15.5845
1594.25	88.379	8.816	125.35	3.412	3.605	5.894	0.2522	3.056	2.579	15.882
1594.375	89.042	8.759	126.57	3.602	3.521	6.2585	0.2282	3.4335	2.6175	15.964
1594.5	89.705	8.702	127.79	3.792	3.437	6.623	0.2042	3.811	2.656	16.046
1594.625	86.817	8.746	131.91	4.1485	3.6635	6.2045	0.20015	3.3865	2.6425	16.1705
1594.75	83.929	8.79	136.03	4.505	3.89	5.786	0.1961	2.962	2.629	16.295
1594.875	81.6635	8.689	126.97	5.27	4.5065	6.8675	0.167	2.867	2.593	16.0695
1595	79.398	8.588	117.91	6.035	5.123	7.949	0.1379	2.772	2.557	15.844
1595.125	77.7315	8.5847	101.103	6.325	5.9225	11.4795	0.14785	2.69	2.5545	15.8945
1595.25	76.065	8.5813	84.296	6.615	6.722	15.01	0.1578	2.608	2.552	15.945
1595.375	77.7575	8.5779	88.8555	6.494	6.4225	11.4175	0.16095	2.5725	2.5535	15.7455
1595.5	79.45	8.5746	93.415	6.373	6.123	7.825	0.1641	2.537	2.555	15.546
1595.625	80.068	8.5713	94.7545	5.6875	5.628	7.8058	0.16495	2.5365	2.5585	15.6545
1595.75	80.686	8.568	96.094	5.002	5.133	7.7866	0.1658	2.536	2.562	15.763
1595.875	79.926	8.5678	93.437	4.9005	5.096	7.7675	0.1615	2.512	2.566	15.8715
1596	79.166	8.5676	90.78	4.799	5.059	7.7483	0.1572	2.488	2.57	15.98
1596.125	79.1605	8.5674	94.6285	4.7282	4.983	7.7291	0.157	2.4415	2.5675	16.0885
1596.25	79.155	8.5673	98.477	4.6575	4.907	7.71	0.1568	2.395	2.565	16.197
1596.375	79.7005	8.5672	102.5135	4.5868	4.8865	8.212	0.1629	2.366	2.5635	16.306
1596.5	80.246	8.567	106.55	4.516	4.866	8.714	0.169	2.337	2.562	16.415
1596.625	80.4135	8.568	105.77	4.5575	4.8265	8.9335	0.17185	2.354	2.5715	16.4385
1596.75	80.581	8.569	104.99	4.599	4.787	9.153	0.1747	2.371	2.581	16.462
1596.875	80.822	8.5655	104.925	4.699	4.7945	8.7375	0.17	2.4195	2.588	16.3275
1597	81.063	8.562	104.86	4.799	4.802	8.322	0.1653	2.468	2.595	16.193
1597.125	80.47	8.5585	102.78	4.8325	4.836	8.36	0.1603	2.443	2.5755	16.059
1597.25	79.877	8.555	100.7	4.866	4.87	8.398	0.1553	2.418	2.556	15.925
1597.375	79.3665	8.5515	98.8905	4.996	4.953	8.936	0.1549	2.483	2.5605	15.985
1597.5	78.856	8.548	97.081	5.126	5.036	9.474	0.1545	2.548	2.565	16.045
1597.625	78.4655	8.5445	96.271	5.379	5.1915	9.854	0.1487	2.6345	2.582	15.8415
1597.75	78.075	8.541	95.461	5.632	5.347	10.234	0.1429	2.721	2.599	15.638
1597.875	77.368	8.5375	97.8955	5.7045	5.663	10.8075	0.14365	2.747	2.604	15.7125
1598	76.661	8.534	100.33	5.777	5.979	11.381	0.1444	2.773	2.609	15.787
1598.125	76.6775	8.5305	101.255	5.533	5.923	19.801	0.152	2.708	2.608	15.8615
1598.25	76.694	8.527	102.18	5.289	5.867	28.221	0.1596	2.643	2.607	15.936
1598.375	76.447	8.5235	101.49	5.295	5.772	18.9045	0.1645	2.6895	2.596	15.9645
1598.5	76.2	8.52	100.8	5.301	5.677	9.588	0.1694	2.736	2.585	15.993
1598.625	77.0935	8.5245	102.17	5.3795	5.5895	8.855	0.1785	2.8315	2.5915	16.0385
1598.75	77.987	8.529	103.54	5.458	5.502	8.122	0.1876	2.927	2.598	16.084
1598.875	78.4795	8.5369	102.36	5.644	5.7675	10.6935	0.17335	2.9765	2.5845	16.134
1599	78.972	8.5448	101.18	5.83	6.033	13.265	0.1591	3.026	2.571	16.184
1599.125	80.232	8.5527	97.4715	6.1175	5.715	9.1345	0.18455	2.958	2.5455	16.2935
1599.25	81.492	8.5606	93.763	6.405	5.397	5.004	0.21	2.89	2.52	16.403
1599.375	83.613	8.5685	100.1065	4.961	5.5825	5.0425	0.2167	2.733	2.518	16.451
1599.5	85.734	8.5764	106.45	3.517	5.768	5.081	0.2234	2.576	2.516	16.499
1599.625	86.263	8.5843	113.23	3.405	4.5875	4.532	0.2317	2.5485	2.5215	16.8885
1599.75	86.792	8.5922	120.01	3.293	3.407	3.983	0.24	2.521	2.527	17.278
1599.875	85.974	8.6001	125.235	3.2585	3.348	4.25	0.2483	2.513	2.5215	17.37
1600	85.156	8.608	130.46	3.224	3.289	4.517	0.2566	2.505	2.516	17.462
1600.125	86.14	8.6155	131.37	3.1295	3.219	3.6865	0.2631	2.577	2.5255	17.0415
1600.25	87.124	8.623	132.28	3.035	3.149	2.856	0.2696	2.649	2.535	16.621
1600.375	87.555	8.602	130.32	3.1345	3.256	2.9085	0.26045	2.6705	2.5665	16.647
1600.5	87.986	8.581	128.36	3.234	3.363	2.961	0.2513	2.692	2.598	16.673
1600.625	86.0745	8.56	123.735	3.4715	3.5625	3.4075	0.2316	2.6865	2.595	16.7705
1600.75	84.163	8.539	119.11	3.709	3.762	3.854	0.2119	2.681	2.592	16.868
1600.875	83.542	8.54	117.71	3.8685	3.894	4.127	0.224	2.6935	2.5785	17.121
1601	82.921	8.541	116.31	4.028	4.026	4.4	0.2361	2.706	2.565	17.374
1601.125	84.3935	8.5445	118.615	4.099	3.991	4.0765	0.2494	2.714	2.541	17.5525
1601.25	85.866	8.548	120.92	4.17	3.956	3.753	0.2627	2.722	2.517	17.731
1601.375	88.199	8.5515	122.045	3.835	3.823	4.7295	0.28655	2.77	2.4905	17.295
1601.5	90.532	8.555	123.17	3.5	3.69	5.706	0.3104	2.818	2.464	16.859
1601.625	92.738	8.5585	129.505	3.4795	3.656	5.2785	0.31685	2.9025	2.4615	16.5535
1601.75	94.944	8.562	135.84	3.459	3.622	4.851	0.3233	2.987	2.459	16.248
1601.875	95.896	8.574	137.915	3.526	3.759	5.6155	0.3015	3.043	2.466	15.943
1602	96.848	8.586	139.99	3.593	3.896	6.38	0.2797	3.099	2.473	15.638
1602.125	97.536	8.5443	133.48	3.778	4.075	6.8965	0.27385	3.0555	2.474	15.7225
1602.25	98.224	8.5025	126.97	3.963	4.254	7.413	0.268	3.012	2.475	15.807
1602.375	95.486	8.4607	122.965	4.2245	4.451	9.998	0.27285	2.981	2.4845	15.428
1602.5	92.748	8.419	118.96	4.486	4.648	12.583	0.2777	2.95	2.494	15.049
1602.625	91.2135	8.4195	118.885	4.696	4.8765	10.5215	0.25845	3.006	2.495	15.1665
1602.75	89.679	8.42	118.81	4.906	5.105	8.46	0.2392	3.062	2.496	15.284
1602.875	87.4535	8.4237	117.42	4.9885	5.2705	9.5265	0.2369	2.9585	2.4945	14.7535
1603	85.228	8.4275	116.03	5.071	5.436	10.593	0.2346	2.855	2.493	14.223
1603.125	85.224	8.4312	117.23	5.0315	5.4605	10.2265	0.23745	2.9615	2.499	14.287
1603.25	85.22	8.435	118.43	4.992	5.485	9.86	0.2403	3.068	2.505	14.351
1603.375	85.844	8.4355	122.395	5.0715	5.4275	9.909	0.2433	3.2105	2.4995	13.813
1603.5	86.468	8.436	126.36	5.151	5.37	9.958	0.2463	3.353	2.494	13.275
1603.625	87.256	8.3965	123.435	5.009	5.2775	10.731	0.25835	3.043	2.499	13.2835
1603.75	88.044	8.357	120.51	4.867	5.185	11.504	0.2704	2.733	2.504	13.292
1603.875	88.511	8.3625	132.675	4.8935	5.159	10.0795	0.2795	2.6735	2.5055	12.987
1604	88.978	8.368	144.84	4.92	5.133	8.655	0.2886	2.614	2.507	12.682
1604.125	89.2435	8.241	139.22	5.0195	5.2295	8.4385	0.24165	2.4325	2.485	13.7845
1604.25	89.509	8.114	133.6	5.119	5.326	8.222	0.1947	2.251	2.463	14.887
1604.375	88.391	8.1565	126.625	5.283	5.474	10.1195	0.1866	2.214	2.4515	12.143
1604.5	87.273	8.199	119.65	5.447	5.622	12.017	0.1785	2.177	2.44	9.399
1604.625	85.0265	8.0705	103.721	4.964	5.268	10.1545	0.17965	2.1805	2.422	6.655
1604.75	82.78	7.942	87.792	4.481	4.914	8.292	0.1808	2.184	2.404	3.911
1604.875	83.378	7.918	77.065	3.9705	4.77	8.7595	0.18045	2.183	2.405	2.6555
1605	83.976	7.894	66.338	3.46	4.626	9.227	0.1801	2.182	2.406	1.4
1605.125	84.014	7.8995	57.5035	3.476	4.437	8.2945	0.17745	2.1775	2.4185	-3.253
1605.25	84.052	7.905	48.669	3.492	4.248	7.362	0.1748	2.173	2.431	-7.906
1605.375	83.7035	7.9098	48.912	3.393	3.9415	7.4995	0.16635	2.2245	2.4425	-8.2665
1605.5	83.355	7.9146	49.155	3.294	3.635	7.637	0.1579	2.276	2.454	-8.627
1605.625	83.0165	7.9194	47.526	3.354	3.6375	7.4245	0.1596	2.3195	2.4565	-9.831
1605.75	82.678	7.9243	45.897	3.414	3.64	7.212	0.1613	2.363	2.459	-11.035
1605.875	82.3765	7.9292	45.007	3.453	3.694	7.2625	0.16635	2.3765	2.438	-11.691
1606	82.075	7.934	44.117	3.492	3.748	7.313	0.1714	2.39	2.417	-12.347
1606.125	82.222	7.9435	46.263	3.542	3.7945	7.427	0.1744	2.392	2.418	-12.2755
1606.25	82.369	7.953	48.409	3.592	3.841	7.541	0.1774	2.394	2.419	-12.204
1606.375	82.673	7.9565	48.7355	3.6525	3.899	7.2405	0.16185	2.435	2.4285	-12.122
1606.5	82.977	7.96	49.062	3.713	3.957	6.94	0.1463	2.476	2.438	-12.04
1606.625	82.8915	7.983	50.5885	3.777	4.0335	7.0565	0.14625	2.543	2.45	-11.488
1606.75	82.806	8.006	52.115	3.841	4.11	7.173	0.1462	2.61	2.462	-10.936
1606.875	81.646	8.0057	54.9185	3.9155	4.249	7.495	0.15295	2.6485	2.467	-9.948
1607	80.486	8.0055	57.722	3.99	4.388	7.817	0.1597	2.687	2.472	-8.96
1607.125	80.2315	8.0052	61.237	4.0805	4.4025	7.962	0.1727	2.623	2.4685	-8.459
1607.25	79.977	8.005	64.752	4.171	4.417	8.107	0.1857	2.559	2.465	-7.958
1607.375	80.4755	8.011	68.084	4.037	4.4825	8.037	0.188	2.524	2.454	-6.788
1607.5	80.974	8.017	71.416	3.903	4.548	7.967	0.1903	2.489	2.443	-5.618
1607.625	81.637	8.0275	71.9105	3.849	4.2995	7.0375	0.1924	2.585	2.448	-4.6175
1607.75	82.3	8.038	72.405	3.795	4.051	6.108	0.1945	2.681	2.453	-3.617
1607.875	82.7545	8.128	60.974	3.877	4.2145	8.2705	0.1963	2.767	2.4865	-3.5625
1608	83.209	8.218	49.543	3.959	4.378	10.433	0.1981	2.853	2.52	-3.508
1608.125	80.225	8.252	50.917	4.14	4.6005	13.7715	0.16745	2.805	2.523	-4.013
